DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,
15.03,15.41,18.53,13.74,11.03,13.35,0.00,4.35,0.00,13.35,30.03,15.37,16.28,19.53,26.41,10.68,0.00,0.00,0.00,12.06,
9.85,10.46,0.00,0.00,0.00,0.00,0.00,7.48,9.56,0.00,14.46,23.45,0.00,17.75,12.81,6.88,27.03,27.03,13.89,13.79,
13.86,18.23,6.95,8.29,0.00,11.14,20.05,15.14,0.00,0.00,6.05,11.90,0.00,6.35,7.33,15.14,0.00,11.86,10.23,0.00,
17.03,12.50,23.14,9.97,0.00,12.15,0.00,23.44,34.03,32.14,11.14,12.74,21.03,12.74,0.00,10.48,8.16,19.36,17.54,18.14,
5.08,6.36,0.00,6.93,0.00,0.00,6.92,0.00,0.00,0.00,4.15,4.15,7.79,0.00,0.00,10.36,8.93,12.07,0.00,0.00,
0.00,11.33,6.53,0.00,0.00,0.00,11.33,7.73,0.00,8.93,6.67,4.64,7.07,8.67,9.87,10.36,7.73,0.00,0.00,0.00,
0.00,4.69,13.29,0.00,0.00,8.06,0.00,16.06,11.39,7.41,16.06,0.00,0.00,0.00,2.46,0.00,0.00,0.00,8.72,0.00,
29.60,56.01,53.83,36.01,18.30,27.98,28.44,42.29,53.27,28.61,16.24,17.80,29.46,22.24,14.76,11.23,20.53,0.00,33.03,24.24,
7.45,6.18,0.00,7.45,0.00,0.00,5.27,0.00,0.00,5.27,0.00,0.00,0.00,4.73,5.56,4.10,0.00,0.00,0.00,0.00,
6.71,7.17,0.00,14.28,0.00,8.53,15.26,0.00,0.00,17.05,11.16,10.21,9.47,0.00,7.72,17.05,11.16,0.00,0.00,5.94,
10.30,11.78,10.35,15.56,0.00,13.18,0.00,0.00,26.04,22.46,9.04,10.04,13.46,18.18,0.00,18.30,12.37,0.00,8.81,9.85,
0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,7.88,10.69,11.76,0.00,9.06,0.00,8.28,7.53,0.00,8.28,9.39,5.18,
16.32,9.43,24.78,23.28,9.74,30.03,10.45,8.43,0.00,10.52,12.30,19.53,0.00,21.91,0.00,15.97,22.06,12.19,0.00,9.30,
8.93,6.93,0.00,4.18,0.00,0.00,7.08,0.00,0.00,0.00,4.15,0.00,0.00,5.69,10.36,0.00,0.00,0.00,0.00,0.00,
3.75,0.00,0.00,6.93,0.00,7.79,0.00,0.00,8.93,5.69,4.25,0.00,0.00,0.00,6.36,8.93,0.00,0.00,7.79,0.00,
10.18,12.07,17.77,13.46,5.88,21.37,28.03,8.81,14.43,0.00,0.00,16.83,0.00,15.37,21.37,6.67,0.00,24.43,22.83,0.00,
18.69,12.34,44.49,7.56,0.00,13.02,19.12,18.02,27.38,36.29,20.44,0.00,18.12,27.51,41.30,25.05,28.02,18.95,14.27,41.12,
6.15,8.00,0.00,8.42,0.00,0.00,0.00,3.09,0.00,0.00,6.92,0.00,5.69,6.92,5.54,0.00,0.00,0.00,0.00,6.15,
9.88,35.03,14.92,0.00,0.00,17.66,6.91,12.31,0.00,0.00,10.80,0.00,0.00,0.00,9.16,12.58,0.00,21.89,0.00,10.91,
10.08,0.00,0.00,0.00,3.82,0.00,5.42,8.42,0.00,0.00,0.00,6.08,0.00,5.08,0.00,0.00,6.18,5.42,7.08,10.08,
4.94,0.00,0.00,0.00,0.00,18.05,0.00,9.05,0.00,0.00,12.05,0.00,14.65,9.58,1.79,0.00,0.00,0.00,12.32,8.95,
5.82,15.66,28.92,22.03,0.00,16.34,22.03,9.14,0.00,0.00,10.00,0.00,0.00,0.00,10.23,18.55,25.90,0.00,37.03,17.55,
10.43,7.79,18.53,21.91,0.00,0.00,18.53,12.23,14.39,15.03,11.70,15.03,30.03,28.16,9.70,12.50,23.28,14.58,0.00,15.41,
14.62,13.46,16.04,6.59,0.00,6.27,0.00,21.86,27.03,0.00,21.86,14.14,23.45,10.68,0.00,10.81,12.96,20.41,12.18,17.93,
28.82,17.06,24.26,12.90,10.20,20.29,27.02,13.02,18.08,22.50,17.36,25.14,49.02,18.65,16.69,29.18,0.00,0.00,15.96,13.51,
7.42,20.34,25.76,16.41,0.00,24.24,3.95,21.37,0.00,0.00,30.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.58,
15.16,15.76,16.06,10.97,0.00,22.85,31.03,10.41,16.34,0.00,7.38,0.00,0.00,10.53,24.78,5.68,27.39,25.76,19.39,21.58,
9.38,9.38,0.00,0.00,0.00,0.00,0.00,3.09,6.92,0.00,5.54,8.00,0.00,6.08,3.75,0.00,0.00,5.69,0.00,0.00,
6.07,10.36,0.00,0.00,0.00,6.15,0.00,8.93,6.36,0.00,0.00,0.00,6.92,6.07,10.36,7.79,6.93,0.00,12.07,8.93,
14.03,10.14,23.45,11.59,0.00,8.32,6.58,0.00,0.00,0.00,11.68,11.59,0.00,14.43,13.45,5.88,20.03,0.00,0.00,28.03,
0.00,11.33,0.00,0.00,4.36,0.00,0.00,3.08,6.36,0.00,0.00,13.07,0.00,4.36,0.00,3.85,0.00,0.00,0.00,0.00,
8.86,13.13,12.71,0.00,7.33,22.04,0.00,11.21,11.04,0.00,8.86,7.04,0.00,20.21,0.00,10.00,12.04,0.00,18.54,11.04,
12.04,4.48,12.04,0.00,0.00,0.00,7.74,0.00,0.00,8.96,0.00,6.50,22.04,11.04,13.13,12.71,12.70,0.00,9.30,17.48,
0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.27,0.00,6.50,8.10,4.73,2.89,0.00,0.00,6.18,
8.10,4.73,0.00,6.18,0.00,0.00,0.00,6.18,5.27,0.00,0.00,0.00,0.00,4.73,0.00,3.50,0.00,4.50,0.00,0.00,
6.13,9.41,12.72,0.00,5.76,0.00,0.00,11.39,0.00,0.00,0.00,9.39,0.00,8.06,8.28,16.06,0.00,10.28,8.72,7.41,
7.08,0.00,10.08,4.00,0.00,5.42,0.00,5.27,0.00,0.00,5.08,0.00,0.00,6.08,8.42,0.00,0.00,4.18,0.00,0.00,
8.10,9.09,4.10,0.00,0.00,4.55,0.00,6.18,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,0.00,0.00,5.27,7.45,
15.46,13.37,15.71,9.53,0.00,27.18,12.50,0.00,19.79,14.87,14.75,22.67,12.38,29.08,33.33,7.37,21.79,0.00,24.72,23.64,
5.42,8.42,4.73,0.00,0.00,8.42,0.00,0.00,0.00,0.00,7.08,6.08,0.00,10.08,7.08,0.00,4.55,0.00,6.08,0.00,
4.73,6.18,0.00,5.10,0.00,0.00,0.00,0.00,0.00,5.27,0.00,0.00,0.00,5.30,9.09,2.67,0.00,0.00,0.00,0.00,
15.06,0.00,0.00,4.40,0.00,0.00,5.06,9.41,5.19,0.00,14.06,0.00,0.00,0.00,5.06,8.59,13.29,0.00,0.00,5.56,
44.24,9.19,11.04,14.99,15.12,75.01,18.52,26.38,0.00,12.96,21.48,23.50,29.91,18.03,38.16,63.12,37.72,35.91,26.33,29.86,
0.00,0.00,8.79,0.00,0.00,7.79,9.87,9.87,0.00,0.00,3.85,13.07,6.53,0.00,3.08,0.00,0.00,0.00,0.00,0.00,
5.56,0.00,11.76,0.00,0.00,0.00,0.00,3.64,0.00,8.59,4.21,5.56,0.00,13.29,0.00,10.47,0.00,0.00,0.00,9.41,
6.36,6.07,11.08,6.07,0.00,6.62,0.00,8.93,0.00,10.36,3.85,0.00,0.00,6.36,8.93,0.00,7.79,0.00,0.00,0.00,
9.38,2.73,8.00,0.00,0.00,0.00,0.00,11.08,0.00,0.00,4.92,11.08,0.00,9.38,5.69,4.42,0.00,0.00,0.00,0.00,
4.44,6.18,0.00,6.18,0.00,0.00,0.00,4.50,0.00,5.27,4.73,0.00,0.00,7.45,4.55,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,10.08,0.00,5.08,5.27,7.08,0.00,8.42,0.00,0.00,2.62,0.00,0.00,6.08,0.00,0.00,
6.15,10.08,4.00,0.00,5.08,0.00,0.00,8.00,0.00,0.00,0.00,9.38,0.00,6.15,5.69,0.00,6.92,0.00,0.00,0.00,
4.75,5.54,0.00,5.69,0.00,0.00,0.00,6.92,5.42,9.38,8.00,0.00,0.00,0.00,9.38,6.08,0.00,0.00,0.00,6.15,
10.47,0.00,0.00,0.00,0.00,6.31,3.36,11.76,0.00,7.65,13.29,4.81,0.00,0.00,12.31,9.56,8.00,0.00,0.00,0.00,
5.27,9.09,0.00,6.18,0.00,0.00,0.00,3.33,0.00,9.09,0.00,5.27,0.00,3.30,0.00,0.00,0.00,0.00,0.00,7.45,
0.00,18.13,11.77,13.37,12.38,0.00,0.00,5.55,12.81,15.78,21.82,8.48,0.00,19.08,21.54,18.22,0.00,0.00,0.00,27.61,
0.00,0.00,0.00,4.73,0.00,9.09,4.55,6.18,6.18,0.00,7.45,0.00,9.09,4.73,5.10,0.00,0.00,0.00,0.00,5.27,
0.00,0.00,6.95,0.00,5.50,6.65,8.45,19.05,10.38,17.24,8.65,0.00,0.00,0.00,0.00,9.62,9.62,0.00,9.45,15.62,
0.00,13.29,7.53,0.00,0.00,0.00,7.06,2.31,0.00,0.00,15.06,0.00,8.00,9.41,11.76,9.56,10.47,8.59,0.00,0.00,
19.41,20.36,21.05,26.32,17.17,23.14,22.89,33.19,0.00,40.03,22.35,22.06,63.19,17.17,12.54,13.95,16.14,48.84,22.06,14.77,
10.35,0.00,15.19,14.37,0.00,12.81,13.70,8.38,17.26,0.00,14.88,0.00,7.52,16.04,9.20,7.30,0.00,0.00,13.19,0.00,
10.52,14.78,17.57,8.95,0.00,10.61,12.70,0.00,11.30,0.00,14.19,9.23,11.30,10.87,10.59,16.09,7.90,0.00,0.00,13.86,
0.00,8.42,0.00,0.00,0.00,0.00,0.00,6.18,0.00,0.00,0.00,0.00,7.08,6.18,3.82,0.00,0.00,5.42,7.08,3.82,
6.79,0.00,0.00,0.00,0.00,24.04,0.00,4.14,14.37,12.81,4.32,8.24,0.00,15.19,21.48,19.93,13.70,0.00,0.00,0.00,
10.38,0.00,9.65,8.45,0.00,15.62,9.25,15.62,0.00,0.00,19.05,0.00,0.00,14.19,5.37,10.65,6.25,0.00,0.00,7.68,
14.77,12.19,13.61,15.16,20.97,15.41,0.00,19.50,15.03,0.00,10.14,16.91,17.66,15.41,17.68,7.72,12.50,0.00,16.91,21.91,
19.76,22.93,39.29,15.48,0.00,17.70,9.12,23.89,26.89,15.95,23.88,8.59,15.86,0.00,22.62,12.19,22.48,0.00,19.52,34.80,
14.74,17.36,28.11,21.89,0.00,17.66,8.03,24.05,0.00,0.00,10.80,0.00,31.35,0.00,9.16,11.60,22.92,21.89,0.00,10.79,
0.00,8.42,0.00,0.00,0.00,0.00,0.00,7.08,7.08,8.42,5.08,5.42,0.00,5.42,3.09,10.08,0.00,0.00,5.08,10.08,
16.03,21.72,0.00,0.00,0.00,10.12,5.30,11.59,0.00,0.00,16.48,22.83,11.32,17.77,11.39,20.03,0.00,0.00,0.00,22.83,
5.19,7.81,6.31,0.00,0.00,7.65,0.00,10.47,11.76,0.00,9.41,0.00,15.06,13.29,0.00,15.06,6.31,8.00,7.65,0.00,
0.00,7.50,7.07,0.00,5.21,6.93,0.00,0.00,0.00,8.67,0.00,0.00,0.00,3.85,7.73,9.87,0.00,0.00,6.53,11.33,
19.41,14.97,19.79,22.67,0.00,0.00,14.91,10.27,28.56,0.00,33.33,12.47,31.64,20.92,8.42,21.46,0.00,24.72,17.29,12.70,
13.07,7.50,6.07,11.33,0.00,0.00,8.67,4.36,0.00,0.00,13.07,0.00,6.67,7.73,9.87,7.07,0.00,7.07,0.00,0.00,
9.04,13.70,9.35,6.09,0.00,0.00,16.88,0.00,12.81,11.42,7.76,16.15,14.37,0.00,12.81,12.04,19.93,0.00,0.00,0.00,
4.55,9.09,4.73,0.00,3.50,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,2.90,7.45,0.00,5.27,0.00,0.00,0.00,
11.39,0.00,0.00,12.72,0.00,8.28,3.87,11.65,0.00,12.72,6.47,0.00,8.06,0.00,0.00,8.28,16.06,0.00,10.28,7.41,
13.07,0.00,0.00,4.77,0.00,0.00,0.00,6.67,0.00,0.00,13.07,11.33,0.00,4.46,0.00,5.36,5.50,0.00,0.00,7.73,
16.91,16.28,12.30,15.16,20.97,0.00,26.41,18.23,15.78,0.00,10.57,15.41,19.53,15.55,25.42,8.48,19.42,15.78,10.52,19.53,
12.50,0.00,12.19,6.95,0.00,0.00,7.39,12.96,0.00,0.00,7.79,22.19,0.00,14.96,0.00,14.35,5.71,0.00,0.00,6.88,
21.57,13.18,21.90,10.31,13.03,0.00,32.00,8.91,0.00,19.71,8.08,10.92,0.00,23.46,21.45,19.12,16.02,0.00,0.00,0.00,
5.29,0.00,14.37,0.00,0.00,24.04,0.00,3.62,0.00,0.00,4.05,8.24,0.00,18.81,21.48,19.93,0.00,0.00,0.00,0.00,
10.55,14.00,0.00,20.97,9.43,14.03,20.21,8.11,15.10,19.74,8.28,0.00,12.63,0.00,0.00,17.10,14.58,17.68,17.68,15.55,
15.56,14.00,0.00,25.17,10.41,15.37,26.17,8.25,0.00,0.00,5.58,0.00,17.77,0.00,6.74,13.79,11.24,0.00,0.00,15.37,
3.82,0.00,0.00,0.00,0.00,0.00,5.10,0.00,0.00,0.00,0.00,11.08,0.00,0.00,2.50,0.00,0.00,0.00,0.00,9.38,
4.40,0.00,0.00,6.53,0.00,0.00,0.00,4.62,0.00,0.00,7.31,0.00,9.56,8.40,7.06,7.81,12.31,0.00,7.31,0.00,
15.06,7.65,0.00,8.06,0.00,0.00,5.06,9.41,8.59,10.47,14.06,0.00,0.00,0.00,5.06,8.59,13.29,0.00,8.00,7.53,
11.75,14.68,0.00,8.42,0.00,0.00,0.00,4.96,25.17,0.00,17.93,0.00,0.00,20.41,23.45,7.50,0.00,19.10,0.00,27.03,
43.51,16.54,42.33,45.40,53.96,19.70,20.51,19.99,28.23,26.85,14.45,15.46,0.00,14.10,15.86,16.25,17.13,51.29,46.47,35.07,
7.89,11.05,15.62,10.38,0.00,0.00,4.53,0.00,0.00,0.00,6.39,17.24,0.00,0.00,17.24,0.00,4.83,0.00,0.00,9.25,
5.69,6.15,6.15,0.00,0.00,5.42,0.00,3.58,8.00,0.00,0.00,0.00,11.08,5.75,0.00,9.38,0.00,5.54,0.00,0.00,
12.55,8.00,0.00,22.23,10.91,0.00,10.47,7.34,0.00,9.76,16.42,18.57,16.03,20.17,0.00,19.56,0.00,24.74,16.51,22.21,
11.04,0.00,15.71,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.00,8.41,0.00,12.04,20.21,14.54,17.04,0.00,0.00,7.57,
0.00,5.42,8.42,8.42,0.00,0.00,0.00,5.42,6.08,7.08,4.10,0.00,0.00,0.00,0.00,5.27,0.00,0.00,5.08,0.00,
29.41,31.89,17.36,21.25,10.82,46.46,10.04,20.63,38.69,21.58,6.81,19.67,0.00,36.09,22.75,14.26,16.44,0.00,0.00,44.76,
5.17,0.00,0.00,9.65,0.00,7.89,10.25,14.65,11.05,0.00,6.11,7.68,11.05,0.00,16.25,13.25,7.68,0.00,0.00,17.05,
0.00,14.28,7.06,6.69,0.00,0.00,8.72,6.24,0.00,0.00,8.59,0.00,8.06,10.28,0.00,8.94,0.00,0.00,16.06,8.28,
8.67,11.33,6.93,0.00,0.00,0.00,0.00,2.18,0.00,0.00,6.36,0.00,0.00,7.73,9.87,9.87,0.00,7.07,0.00,0.00,
9.87,13.07,0.00,0.00,0.00,6.67,6.93,12.07,11.33,0.00,0.00,0.00,0.00,7.73,5.69,8.93,0.00,8.67,0.00,0.00,
17.57,16.50,21.04,0.00,0.00,7.77,16.09,7.86,0.00,0.00,13.65,9.23,0.00,11.52,8.95,6.95,0.00,0.00,7.50,10.87,
0.00,0.00,0.00,4.73,0.00,5.08,0.00,7.08,0.00,0.00,8.42,6.08,10.08,5.42,7.08,5.42,0.00,0.00,0.00,4.18,
12.02,12.51,11.52,24.04,0.00,36.30,13.73,19.52,0.00,12.27,9.82,23.78,0.00,0.00,0.00,20.74,0.00,0.00,0.00,21.07,
4.55,0.00,0.00,4.73,0.00,0.00,9.09,6.18,0.00,5.27,7.45,5.27,9.09,4.73,7.45,6.18,0.00,0.00,0.00,0.00,
26.90,20.36,23.13,19.70,17.17,23.14,26.42,33.19,0.00,0.00,22.62,22.06,51.78,18.84,13.55,15.58,14.80,48.84,21.41,11.39,
7.08,0.00,0.00,5.08,0.00,4.73,0.00,5.27,0.00,0.00,10.08,0.00,0.00,8.42,4.10,0.00,0.00,0.00,0.00,5.42,
0.00,16.50,0.00,21.04,0.00,0.00,8.59,4.95,0.00,11.91,8.86,9.50,12.23,21.04,16.09,10.87,11.91,0.00,14.78,11.30,
9.76,18.44,15.03,20.17,0.00,30.36,14.38,22.03,20.14,21.66,10.38,14.11,0.00,0.00,16.09,17.69,27.14,0.00,12.91,0.00,
9.87,11.33,5.79,3.85,0.00,0.00,6.67,0.00,6.53,0.00,5.69,0.00,0.00,8.67,11.33,13.07,0.00,0.00,0.00,0.00,
28.12,12.05,22.62,9.87,0.00,0.00,8.35,26.82,0.00,18.21,0.00,15.50,0.00,28.26,20.49,12.39,0.00,0.00,38.02,0.00,
7.31,2.77,10.81,0.00,0.00,0.00,0.00,7.73,14.06,6.53,9.56,0.00,10.81,0.00,0.00,8.56,9.56,0.00,0.00,8.56,
0.00,0.00,5.69,5.42,0.00,7.08,0.00,0.00,0.00,0.00,9.38,0.00,0.00,8.00,6.15,11.08,5.54,0.00,9.38,4.08,
9.24,10.19,0.00,10.65,0.00,0.00,10.61,8.48,0.00,0.00,8.76,12.70,17.57,10.59,0.00,14.78,10.52,0.00,0.00,0.00,
3.90,8.42,5.08,0.00,0.00,0.00,0.00,7.08,0.00,0.00,4.91,0.00,0.00,0.00,6.08,9.09,5.42,0.00,0.00,0.00,
15.26,9.83,10.24,0.00,0.00,17.05,0.00,2.67,0.00,0.00,11.17,0.00,8.63,8.63,9.47,0.00,0.00,8.53,0.00,11.16,
20.02,10.64,0.00,25.62,0.00,0.00,0.00,5.48,38.02,36.12,10.50,28.12,0.00,11.24,22.62,16.97,19.02,0.00,19.23,31.02,
21.77,23.23,19.26,23.64,0.00,20.33,16.20,15.72,37.48,74.49,10.75,14.51,29.30,42.73,42.73,14.24,43.15,50.06,41.73,12.48,
13.89,11.63,0.00,26.04,12.22,18.18,12.37,6.12,13.46,15.56,0.00,14.44,24.18,16.04,9.20,14.46,0.00,24.18,22.46,13.19,
7.53,9.56,6.19,4.53,0.00,13.29,0.00,0.00,0.00,0.00,8.40,0.00,0.00,9.41,8.06,0.00,0.00,0.00,8.00,10.47,
6.92,0.00,8.00,5.69,0.00,11.08,0.00,3.82,0.00,6.92,6.15,0.00,0.00,6.92,0.00,5.08,0.00,0.00,0.00,0.00,
48.81,13.78,41.33,15.98,35.52,31.23,18.99,20.67,0.00,46.29,8.89,18.28,23.12,20.76,41.96,19.80,19.22,0.00,49.66,15.31,
9.58,18.44,15.03,15.71,0.00,30.36,13.50,22.03,20.14,17.91,10.38,14.11,0.00,0.00,16.79,17.69,27.14,0.00,12.91,0.00,
10.81,7.31,6.67,0.00,0.00,11.33,14.06,0.00,0.00,7.31,0.00,7.06,7.73,9.56,8.56,4.67,0.00,0.00,0.00,12.31,
5.30,6.18,0.00,0.00,0.00,0.00,6.18,9.09,0.00,5.27,0.00,0.00,0.00,4.10,3.50,4.73,0.00,0.00,0.00,0.00,
35.26,15.14,23.75,21.04,15.94,17.87,14.29,18.66,0.00,36.59,25.23,59.48,0.00,18.00,30.03,15.40,29.80,0.00,27.48,20.12,
4.96,8.40,0.00,7.68,0.00,22.19,8.54,13.58,0.00,0.00,10.04,0.00,0.00,12.96,24.04,11.04,11.12,0.00,0.00,0.00,
5.69,8.59,0.00,16.06,0.00,8.06,0.00,8.40,0.00,0.00,10.28,0.00,0.00,0.00,8.00,8.06,0.00,10.47,0.00,9.39,
