QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3
1.0573,0.3524,0.7048,0.7048,0.0,0.7048,0.0,0.7048,0.0,0.3524,0.3524,0.0,0.7048,0.3524,0.3524,0.7048,0.0,0.0,0.7048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2379,0.2469,0.1627,0.2379,0.2469,0.1627
0.0,0.4378,0.2189,0.6567,0.0,0.6567,0.0,0.2189,0.0,0.0,0.4378,0.4378,0.0,0.6567,1.0945,0.4378,0.8756,0.2189,0.4378,0.6567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2764,0.2772,0.2274,0.2764,0.2772,0.2274
0.5387,0.5387,0.5387,0.0,0.0,0.0,0.5387,1.3468,0.0,0.0,0.8081,0.5387,0.0,0.8081,0.0,0.5387,0.2694,0.0,0.2694,0.2694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325,0.2349,0.2633,0.2325,0.2349,0.2633
0.0,0.4015,0.0,0.4015,0.0,0.0,0.4015,0.4015,0.4015,0.8031,0.4015,0.0,0.0,0.8031,1.2046,0.4015,0.4015,0.0,0.4015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.2328,0.1929,0.1728,0.2328,0.1929,0.1728
0.0,0.0,1.0318,0.5159,0.0,0.0,0.0,1.0318,0.0,0.5159,0.5159,0.0,1.5476,0.5159,0.5159,1.0318,0.0,0.0,0.5159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897,0.1545,0.1399,0.1897,0.1545,0.1399
0.4474,0.4474,0.4474,0.0,0.0,0.4474,0.0,0.8947,0.4474,0.0,0.8947,0.0,0.0,0.0,0.4474,1.3421,0.4474,0.0,0.4474,0.4474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1598,0.2157,0.1771,0.1598,0.2157,0.1771
0.0,1.1015,0.0,0.0,0.0,0.5507,0.0,1.1015,0.0,0.5507,0.0,0.0,0.0,0.0,2.7537,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.1755,0.1538,0.1199,0.1755,0.1538,0.1199
0.8833,0.265,0.1767,0.6183,0.1767,0.4416,0.7066,0.4416,0.0,0.53,0.8833,0.9716,0.265,0.0883,0.1767,0.4416,0.0,0.1767,0.3533,0.1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3387,0.2668,0.3061,0.3387,0.2668,0.3061
0.9407,0.4704,0.4704,0.4704,0.0,0.0,0.0,0.4704,0.0,0.0,0.9407,0.0,0.0,0.4704,0.4704,0.4704,0.4704,0.0,0.0,0.4704,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1526,0.1857,0.1914,0.1526,0.1857,0.1914
0.0,0.0,0.0,0.9371,0.0,0.9371,0.0,0.4686,0.4686,0.0,0.0,0.0,0.0,0.9371,0.0,0.4686,0.4686,0.0,0.4686,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2247,0.152,0.1548,0.2247,0.152,0.1548
0.3532,0.3532,0.7065,0.3532,0.0,0.3532,0.3532,0.7065,0.0,0.0,0.7065,0.0,0.0,1.7661,0.3532,0.3532,0.3532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.221,0.2018,0.2241,0.221,0.2018,0.2241
0.5866,0.7821,0.0,0.0,0.391,0.0,0.5866,0.7821,0.391,0.0,0.5866,0.1955,0.1955,0.1955,0.7821,0.1955,0.391,0.1955,0.0,0.5866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2508,0.2708,0.2828,0.2508,0.2708,0.2828
0.0,0.6859,1.0289,0.0,0.0,0.0,0.343,1.0289,0.0,0.343,0.0,0.0,0.0,0.343,0.343,0.0,0.0,0.0,0.6859,0.343,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018,0.2323,0.223,0.2018,0.2323,0.223
0.0,0.7093,0.3547,0.6207,0.1773,0.4433,0.798,0.4433,0.1773,0.1773,0.798,0.6207,0.0,0.3547,0.3547,0.0887,0.266,0.0887,0.3547,0.4433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2897,0.315,0.3066,0.2897,0.315,0.3066
0.0,0.4983,0.0,0.0,0.0,0.0,0.4983,1.495,0.0,0.0,0.4983,0.0,0.0,0.4983,0.0,0.4983,0.4983,0.0,0.4983,0.4983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2146,0.1294,0.1577,0.2146,0.1294,0.1577
0.4942,0.0,0.0,0.0,0.0,0.0,2.4709,0.0,0.4942,0.0,0.0,0.4942,0.0,0.4942,0.4942,0.9884,0.0,0.0,0.0,0.4942,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1715,0.1795,0.1548,0.1715,0.1795,0.1548
0.7028,0.4393,0.0879,0.4393,0.5271,0.4393,0.7907,0.4393,0.0879,0.4393,0.8785,0.8785,0.0879,0.0879,0.3514,0.4393,0.0879,0.0,0.2636,0.3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034,0.355,0.2538,0.3034,0.355,0.2538
0.8397,0.0,0.8397,0.8397,0.0,0.0,0.0,1.2596,0.0,0.0,0.4199,0.0,0.0,1.2596,0.0,0.8397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2289,0.1977,0.1536,0.2289,0.1977,0.1536
0.1864,1.1184,0.1864,0.5592,0.0,0.0,0.0,0.1864,0.0,0.0,1.1184,0.3728,0.1864,0.7456,0.932,0.3728,0.5592,0.0,0.0,0.1864,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.3071,0.2316,0.2749,0.3071,0.2316,0.2749
1.4958,0.4986,0.0,0.9972,0.0,0.4986,0.0,0.2493,0.2493,0.2493,0.7479,0.0,0.0,0.2493,0.7479,0.4986,0.4986,0.0,0.7479,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2201,0.2492,0.2814,0.2201,0.2492,0.2814
0.6804,0.7938,0.3402,0.6804,0.0,0.4536,0.0,0.7938,0.1134,0.567,0.567,0.3402,0.3402,0.1134,0.6804,0.567,0.2268,0.1134,0.2268,0.3402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2969,0.3095,0.2802,0.2969,0.3095,0.2802
0.7026,0.4684,0.0,0.2342,0.0,0.4684,1.8736,0.2342,0.2342,0.2342,1.171,0.2342,0.0,0.0,0.2342,0.4684,0.0,0.0,0.0,0.2342,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3232,0.2615,0.1811,0.3232,0.2615,0.1811
1.5521,0.2587,0.2587,0.0,0.0,0.776,1.5521,0.776,0.0,0.0,0.776,0.0,0.0,0.0,1.2934,0.776,0.0,0.2587,0.0,1.2934,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.2289,0.2808,0.2316,0.2289,0.2808,0.2316
0.0,0.0,1.692,0.0,0.0,1.128,0.564,0.0,0.0,0.564,0.564,0.0,0.0,0.0,0.564,1.692,0.0,0.0,0.564,0.564,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1463,0.1406,0.1491,0.1463,0.1406,0.1491
0.0,0.6873,0.0,0.3436,0.0,0.3436,0.0,1.0309,0.3436,0.3436,0.0,0.0,0.3436,0.6873,0.0,0.3436,0.0,0.0,0.0,0.3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2364,0.2441,0.1759,0.2364,0.2441,0.1759
0.4017,0.0,0.0,0.8034,1.6068,0.4017,0.4017,0.4017,0.0,0.4017,0.8034,0.0,0.0,0.0,0.4017,0.0,0.8034,0.0,0.4017,1.2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.226,0.1902,0.182,0.226,0.1902
0.2601,0.2601,1.0403,0.2601,0.0,0.0,0.2601,0.2601,0.0,0.5201,0.0,1.0403,0.5201,0.5201,0.2601,0.7802,0.5201,0.0,0.0,0.2601,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.2747,0.1962,0.269,0.2747,0.1962
0.7093,0.532,0.0,0.532,0.0,0.7093,0.532,0.3546,0.1773,0.0,0.7093,0.1773,0.1773,0.3546,0.3546,0.3546,0.0,0.0,0.532,0.7093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745,0.2955,0.2526,0.2745,0.2955,0.2526
0.8491,0.8491,0.0,0.0,0.0,0.0,0.4245,0.4245,0.0,0.0,0.0,0.4245,0.0,0.8491,1.6982,0.0,0.4245,0.0,0.0,0.4245,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.2265,0.1849,0.164,0.2265,0.1849,0.164
0.6272,0.6272,0.3136,0.6272,0.0,0.0,0.3136,0.3136,0.0,0.0,0.6272,0.3136,0.0,0.6272,0.0,2.1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1939,0.2352,0.2574,0.1939,0.2352,0.2574
1.0545,0.5272,0.0,0.0,0.0,0.0,0.5272,1.0545,0.0,0.5272,0.5272,0.0,0.0,0.5272,1.0545,0.0,0.0,0.0,0.0,0.5272,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1847,0.1784,0.1096,0.1847,0.1784,0.1096
0.1528,0.3055,0.3055,0.4583,0.0,0.3055,0.0,0.6111,0.3055,0.4583,0.6111,0.9166,0.1528,0.4583,0.3055,1.0693,0.0,0.3055,0.3055,0.3055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2707,0.2996,0.2769,0.2707,0.2996,0.2769
0.6602,0.2201,0.6602,0.2201,0.0,0.0,0.4402,0.0,0.0,0.2201,0.6602,1.1004,0.4402,0.4402,1.1004,0.4402,0.2201,0.2201,0.0,0.6602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2937,0.2496,0.2367,0.2937,0.2496,0.2367
0.0,0.7832,0.7832,0.0,0.0,0.0,0.0,1.1748,0.0,0.0,0.3916,0.0,0.3916,0.7832,1.5663,0.3916,0.0,0.0,0.3916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1672,0.2255,0.2157,0.1672,0.2255,0.2157
0.911,0.0,0.6073,0.3037,0.6073,0.3037,0.0,1.2146,0.6073,0.0,1.2146,0.3037,0.0,0.6073,0.911,0.6073,0.0,0.0,0.6073,0.6073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1857,0.2549,0.2558,0.1857,0.2549,0.2558
0.467,0.467,0.467,0.467,0.0,0.0,0.0,1.8679,0.0,0.0,0.934,0.0,0.0,0.467,0.0,1.4009,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1773,0.1979,0.1578,0.1773,0.1979,0.1578
1.0221,0.2555,0.2555,0.0,0.0,0.5111,1.5332,0.5111,0.0,0.0,1.0221,0.0,0.2555,0.0,1.7887,0.7666,0.5111,0.2555,0.0,0.7666,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2487,0.2701,0.2256,0.2487,0.2701,0.2256
0.0,0.4044,1.2131,0.4044,0.0,0.4044,0.4044,0.0,0.0,0.8088,1.2131,0.0,0.4044,0.0,0.4044,0.8088,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0.2119,0.1564,0.2273,0.2119,0.1564
0.7088,0.4253,0.0,0.1418,0.9924,0.0,0.2835,0.4253,0.0,0.1418,0.5671,0.9924,0.2835,0.2835,0.5671,1.2759,0.4253,0.0,0.1418,0.1418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3008,0.2618,0.2956,0.3008,0.2618,0.2956
0.7794,0.3897,0.3897,0.3897,0.0,0.3897,0.7794,0.0,0.0,0.0,0.3897,0.0,0.3897,0.0,0.0,0.7794,0.0,0.0,0.7794,0.7794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065,0.192,0.2118,0.2065,0.192,0.2118
0.347,0.694,0.1735,0.347,0.347,0.347,0.694,1.5615,0.347,0.0,0.347,0.0,0.5205,0.1735,0.694,0.5205,0.347,0.1735,0.1735,0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173,0.2777,0.2314,0.3173,0.2777,0.2314
0.4264,0.0,0.2132,0.6396,0.6396,0.4264,1.4924,0.4264,0.8528,0.0,0.4264,0.4264,0.0,0.0,0.4264,0.2132,0.4264,0.0,0.2132,0.2132,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2496,0.2639,0.2733,0.2496,0.2639,0.2733
0.0,0.0,0.0,0.9906,0.0,0.4953,0.4953,0.4953,0.0,0.0,0.4953,0.4953,0.4953,0.4953,0.9906,0.0,0.0,0.0,0.0,0.4953,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2056,0.1399,0.1592,0.2056,0.1399,0.1592
0.4577,0.0,0.4577,0.0,0.0,0.9154,0.0,0.4577,0.0,0.0,0.4577,0.9154,0.0,0.0,0.0,0.4577,0.0,0.9154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.2166,0.1854,0.1403,0.2166,0.1854,0.1403
0.448,0.224,0.0,0.896,0.0,0.0,0.224,0.224,0.224,0.0,0.448,0.672,0.0,0.448,0.0,1.12,0.448,0.0,0.672,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.3135,0.284,0.1784,0.3135,0.284,0.1784
0.4133,0.5167,0.4133,0.93,0.62,0.4133,0.2067,0.1033,0.1033,0.1033,0.62,0.2067,0.4133,0.31,0.0,0.5167,0.2067,0.0,0.7233,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2663,0.3407,0.2897,0.2663,0.3407,0.2897
0.7762,0.2587,0.2587,0.7762,0.0,0.2587,0.5175,0.2587,0.5175,0.1294,1.1644,0.2587,0.2587,0.2587,0.3881,0.1294,0.0,0.2587,0.2587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764,0.3032,0.291,0.2764,0.3032,0.291
0.0,0.3502,0.0,1.4006,0.0,0.3502,0.0,1.0505,0.3502,0.0,0.0,0.0,0.3502,0.7003,0.0,0.0,0.0,0.0,0.3502,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2386,0.1613,0.25,0.2386,0.1613
0.3299,0.6598,0.6598,0.0,0.0,0.0,0.3299,0.6598,0.3299,0.0,0.6598,0.0,0.0,0.0,0.9897,0.9897,0.6598,0.0,0.6598,0.3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.2377,0.2194,0.213,0.2377,0.2194,0.213
0.2708,0.2708,1.354,0.2708,0.0,0.2708,0.5416,0.5416,0.2708,0.5416,0.0,0.2708,0.2708,0.2708,0.8124,0.5416,0.2708,0.0,0.2708,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2334,0.2655,0.2304,0.2334,0.2655,0.2304
0.0,0.5249,0.5249,0.0,0.0,1.3122,0.0,3.1493,0.0,0.0,0.0,0.0,0.2624,1.3122,0.0,0.2624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2529,0.2634,0.2213,0.2529,0.2634,0.2213
0.4382,0.0,0.0,0.6572,0.0,0.6572,0.8763,0.6572,0.0,0.0,1.0954,0.4382,0.2191,0.2191,0.6572,0.2191,0.2191,0.4382,0.4382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2454,0.2751,0.2604,0.2454,0.2751,0.2604
0.8925,0.8925,0.0811,0.4868,0.0,0.568,0.568,0.4868,0.2434,0.2434,0.4868,0.2434,0.2434,0.0811,0.4868,0.7302,0.0811,0.0811,0.3245,0.4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3027,0.3223,0.2938,0.3027,0.3223,0.2938
0.3997,0.7994,0.3997,0.0,0.0,0.3997,0.3997,0.3997,0.0,0.0,0.0,0.0,0.0,0.3997,0.0,0.3997,0.3997,0.0,0.7994,0.3997,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.1696,0.2325,0.1983,0.1696,0.2325,0.1983
0.6759,0.3379,0.0,0.7885,0.3379,0.4506,0.9011,0.3379,0.3379,0.3379,1.1264,0.2253,0.0,0.1126,0.5632,1.2391,0.2253,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2966,0.2983,0.2924,0.2966,0.2983,0.2924
0.7193,0.5754,0.2877,0.2877,0.0,0.4316,1.007,0.8631,0.1439,0.2877,0.8631,0.0,0.4316,0.1439,0.8631,0.7193,0.0,0.1439,0.0,0.4316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2906,0.2837,0.2819,0.2906,0.2837,0.2819
0.7887,0.4732,0.0,0.9464,0.0,0.3155,0.1577,1.1042,0.1577,0.1577,1.1042,0.4732,0.1577,0.0,0.3155,0.4732,0.3155,0.0,0.3155,0.3155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3166,0.2757,0.25,0.3166,0.2757
1.4276,0.3569,0.3569,0.3569,1.4276,0.3569,0.0,0.3569,0.7138,0.0,1.4276,0.0,0.0,0.0,0.7138,0.7138,0.7138,0.0,0.3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247,0.2045,0.2139,0.2247,0.2045,0.2139
0.5236,0.2618,0.5236,0.7854,0.0,0.2618,1.0472,0.2618,0.0,0.0,1.309,0.0,0.2618,0.0,0.5236,1.0472,0.2618,0.0,0.0,0.2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2593,0.2716,0.2073,0.2593,0.2716,0.2073
0.5015,0.4012,0.3009,0.2006,0.4012,0.5015,0.2006,0.3009,0.2006,0.4012,0.7021,1.1033,0.1003,0.4012,0.5015,0.6018,0.7021,0.1003,0.2006,0.4012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.2915,0.3132,0.295,0.2915,0.3132
1.7167,0.4292,0.0,0.8584,0.0,0.0,0.0,1.2875,0.0,0.0,0.4292,0.0,0.0,0.4292,0.8584,0.4292,0.4292,0.4292,0.0,0.4292,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.2055,0.1643,0.201,0.2055,0.1643
0.9907,0.5661,0.0,0.5661,0.0,0.7076,0.8491,0.1415,0.1415,0.283,1.1322,0.5661,0.1415,0.0,0.4246,0.4246,0.0,0.0,0.1415,0.283,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.3247,0.2447,0.289,0.3247,0.2447
0.425,0.425,0.425,0.0,0.0,0.0,0.0,1.2749,0.0,0.0,0.0,0.8499,0.0,0.425,0.425,0.0,0.8499,0.0,0.425,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.1601,0.2337,0.1812,0.1601,0.2337,0.1812
0.0,0.9155,0.4577,0.0,0.0,0.9155,0.0,0.4577,0.0,0.0,0.0,0.0,0.4577,0.4577,0.0,0.4577,0.0,0.4577,0.4577,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2557,0.1872,0.0994,0.2557,0.1872,0.0994
0.3229,0.9687,0.3229,0.0,0.0,0.0,0.3229,0.3229,0.0,0.3229,0.9687,0.6458,0.3229,0.3229,0.6458,0.0,0.3229,0.0,0.3229,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583,0.2141,0.2047,0.2583,0.2141,0.2047
0.7818,0.7818,0.2234,0.5584,0.0,0.4467,0.1117,0.7818,0.1117,0.335,0.6701,0.335,0.2234,0.335,0.5584,0.6701,0.335,0.1117,0.2234,0.2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2934,0.3096,0.2853,0.2934,0.3096,0.2853
0.0,0.8397,0.0,0.0,0.0,0.0,0.4198,1.6794,0.0,0.0,0.8397,0.0,0.0,0.4198,0.0,1.2595,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2306,0.2025,0.147,0.2306,0.2025,0.147
